CODCURSO;CURSO;CURRICULO;CODIGO;DISCIPLINA;CODUA;UA;SEMESTRE;HORAS;CODPREREQUISITO;PREREQUISITO;ORDEM;OPERADOR
12208200;PSICOLOGIA - N;2010;1205259;T?C. DE EXAME E ACONS. PSICOL?GICO I;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);6;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205268;ESTAGIO SUPERVISIONADO BASICO I;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;1205217;PRATICAS INTEGRATIVAS EM PSICOLOGIA I;1;E
12208200;PSICOLOGIA - N;2010;1205268;ESTAGIO SUPERVISIONADO BASICO I;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;1205251;PRATICAS INTEGRATIVAS EM PSICOLOGIA II;2;
12208200;PSICOLOGIA - N;2010;1205274;PSICOLOGIA DA SAUDE;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;1205150;SAUDE COLETIVA;1;
12208200;PSICOLOGIA - N;2010;1205270;PSICOLOGIA E ESTETICA DA SUBJETIVACAO;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205272;PSICOPATOLOGIA;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205269;PSIQUIATRIA CLASSICA;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205271;T?C. DE EXAME E ACONS. PSICOL?GICO II;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;1205259;T?C. DE EXAME E ACONS. PSICOL?GICO I;1;
12208200;PSICOLOGIA - N;2010;1205273;TEORIAS E PR?TICAS CL?NICAS;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);7;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205276;AVALIA??O PSICOL?GICA;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);8;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205279;ESTAGIO SUPERVISIONADO BASICO II;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);8;NA;1205268;ESTAGIO SUPERVISIONADO BASICO I;1;
12208200;PSICOLOGIA - N;2010;1205277;PSICOLOGIA HOSPITALAR;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);8;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205280;PSICOTERAPIAS;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);8;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205275;SAUDE MENTAL E TRABALHO;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);8;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205278;TOPICOS EMERGENTES EM PSICOLOGIA;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);8;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205281;CLINICA AMPLIADA;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205282;CONSTRUCAO DE CASOS CLIN E DIR DO TRATAM;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205288;ESTAGIO SUPERVISIONADO ESPECIFICO I;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;2803;NA;;1;
12208200;PSICOLOGIA - N;2010;1205283;PRATICAS CLINICAS I;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205284;PSICOLOGIA E PRAT COMUNITARIAS EM SAUDE;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205286;PSICOLOGIA E PRAT DE CUIDADO EM SAUDE;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;1205274;PSICOLOGIA DA SAUDE;1;
12208200;PSICOLOGIA - N;2010;1205285;PSICOLOGIA E PRAT INTERDISC  EM SAUDE;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205287;TRABALHO DE CONCLUSAO DE CURSO I;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);9;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205292;ATENCAO BASICA EM SAUDE;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);10;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205294;ESTAGIO SUPERVISIONADO ESPECIFICO II;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);10;NA;1205288;ESTAGIO SUPERVISIONADO ESPECIFICO I;1;
12208200;PSICOLOGIA - N;2010;1205291;PRATICAS CLINICAS II;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);10;NA;1205283;PRATICAS CLINICAS I;1;
12208200;PSICOLOGIA - N;2010;1205293;TRABALHO DE CONCLUSAO DE CURSO II;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);10;NA;1205287;TRABALHO DE CONCLUSAO DE CURSO I;1;
12208200;PSICOLOGIA - N;2010;1304207;LIBRAS;13040000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205295;TEPSI(GEST?O DE PESSOAS);12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);NA;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205290;TEPSI(LOGOT.E ANAL.EXIS:PERSP.CLIN.E SOC;12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);NA;NA;NA;;NA;
12208200;PSICOLOGIA - N;2010;1205289;",""TEPSI(TESTEMUNHO,,VIOLENCIA E MODERNIDADE"",";12050000;UNID. ACAD. DE PSICOLOGIA (UAPSI);NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101012;?LGEBRA VETORIAL E GEOMETRIA ANAL?TICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101117;AN?LISE T?RMICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101098;QU?MICA ANAL?TICA II;1;
51109100;QU?MICA - D;2006;5101163;ATIV. ACADEMICO-CIENTIFICO-CULTURAIS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101052;AVALIA??O E APRENDIZAGEM;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101016;PSICOLOGIA E EDUCA??O;1;
51109100;QU?MICA - D;2006;5101038;BIOQU?MICA GERAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101071;QU?MICA ORG?NICA II;1;
51109100;QU?MICA - D;2006;5101082;CALCULO DIFERENCIAL E INTEGRAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101048;CALCULO DIFERENCIAL E INTEGRAL II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101024;CALCULO DIFERENCIAL E INTEGRAL I;1;OU
51109100;QU?MICA - D;2006;5101048;CALCULO DIFERENCIAL E INTEGRAL II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101082;CALCULO DIFERENCIAL E INTEGRAL I;2;
51109100;QU?MICA - D;2006;5101121;CIN?TICA QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109100;QU?MICA - D;2006;5101084;ECOLOGIA GERAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101118;ESPECTROSCOPIA DE COMPOSTOS ORGANICOS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101071;QU?MICA ORG?NICA II;1;
51109100;QU?MICA - D;2006;5101122;EST?GIO SUPERV. EM ENSINO DE QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101034;METODOLOGIA DO ENSINO DE QU?MICA I;1;E
51109100;QU?MICA - D;2006;5101122;EST?GIO SUPERV. EM ENSINO DE QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101055;METODOLOGIA DO ENSINO DE QU?MICA II;2;
51109100;QU?MICA - D;2006;5101149;EST?GIO SUPERV. EM ENSINO DE QU?MICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101122;EST?GIO SUPERV. EM ENSINO DE QU?MICA I;1;
51109100;QU?MICA - D;2006;5101170;EST?GIO SUPERV. EM ENSINO DE QU?MICA III;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101149;EST?GIO SUPERV. EM ENSINO DE QU?MICA II;1;
51109100;QU?MICA - D;2006;5101050;ESTATISTICA DESCRITIVA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101041;FILOSOFIA E SOCIOLOGIA DA EDUCA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101058;F?SICA GERAL E EXPERIMENTAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101024;CALCULO DIFERENCIAL E INTEGRAL I;1;OU
51109100;QU?MICA - D;2006;5101058;F?SICA GERAL E EXPERIMENTAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101082;CALCULO DIFERENCIAL E INTEGRAL I;2;
51109100;QU?MICA - D;2006;5101060;F?SICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101058;F?SICA GERAL E EXPERIMENTAL I;1;
51109100;QU?MICA - D;2006;5101124;F?SICO-QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101099;F?SICO-QU?MICA II;1;E
51109100;QU?MICA - D;2006;5101124;F?SICO-QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109100;QU?MICA - D;2006;5101074;F?SICO-QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109100;QU?MICA - D;2006;5101099;F?SICO-QU?MICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101074;F?SICO-QU?MICA I;1;
51109100;QU?MICA - D;2006;5101089;HIST?RIA DA QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101021;INFORM?TICA APLICADA AO ENSINO;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101015;INGLES INSTRUMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101120;INSTRUMENTA??O NO ENSINO DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101008;INTRODUCAO ? PR?TICA EM ENS. DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101033;LEGISLA??O DA EDUCA??O B?SICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101148;LINGUA BRASILEIRA DE SINAIS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101006;LINGUA PORTUGUESA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101011;MATEM?TICA ELEMENTAR I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101010;METODOLOGIA CIENT?FICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101034;METODOLOGIA DO ENSINO DE QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101055;METODOLOGIA DO ENSINO DE QU?MICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101032;PESQUISA NO ENSINO DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101010;METODOLOGIA CIENT?FICA;1;
51109100;QU?MICA - D;2006;5101054;PLANEJAMENTO EM EDUCA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101016;PSICOLOGIA E EDUCA??O;1;
51109100;QU?MICA - D;2006;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101016;PSICOLOGIA E EDUCA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101125;QU?MICA AMBIENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101123;QU?MICA ANAL?TICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101098;QU?MICA ANAL?TICA II;1;E
51109100;QU?MICA - D;2006;5101123;QU?MICA ANAL?TICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109100;QU?MICA - D;2006;5101073;QU?MICA ANAL?TICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109100;QU?MICA - D;2006;5101098;QU?MICA ANAL?TICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101073;QU?MICA ANAL?TICA I;1;
51109100;QU?MICA - D;2006;5101155;QU?MICA ANAL?TICA INSTRUMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101123;QU?MICA ANAL?TICA EXPERIMENTAL;1;
51109100;QU?MICA - D;2006;5101153;QU?MICA DE ALIMENTOS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101057;QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;E
51109100;QU?MICA - D;2006;5101057;QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109100;QU?MICA - D;2006;5101007;QU?MICA GERAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109100;QU?MICA - D;2006;5101031;QU?MICA GERAL II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101007;QU?MICA GERAL I;1;
51109100;QU?MICA - D;2006;5101070;QU?MICA INORG?NICA DE COORDENA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109100;QU?MICA - D;2006;5101059;QU?MICA INORG?NICA DESCRITIVA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109100;QU?MICA - D;2006;5101096;QU?MICA INORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101070;QU?MICA INORG?NICA DE COORDENA??O;1;E
51109100;QU?MICA - D;2006;5101096;QU?MICA INORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109100;QU?MICA - D;2006;5101097;QU?MICA ORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101071;QU?MICA ORG?NICA II;1;E
51109100;QU?MICA - D;2006;5101097;QU?MICA ORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109100;QU?MICA - D;2006;5101056;QU?MICA ORG?NICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101007;QU?MICA GERAL I;1;
51109100;QU?MICA - D;2006;5101071;QU?MICA ORG?NICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101056;QU?MICA ORG?NICA I;1;
51109100;QU?MICA - D;2006;5101171;TRABALHO DE CONCLUSAO DE CURSO;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101163;ATIV. ACADEMICO-CIENTIFICO-CULTURAIS;51010000;UNID. ACAD. DE EDUCA??O;9;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101170;EST?GIO SUPERV. EM ENSINO DE QU?MICA III;51010000;UNID. ACAD. DE EDUCA??O;9;NA;5101149;EST?GIO SUPERV. EM ENSINO DE QU?MICA II;1;
51109200;QU?MICA - N;2006;5101171;TRABALHO DE CONCLUSAO DE CURSO;51010000;UNID. ACAD. DE EDUCA??O;9;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101012;?LGEBRA VETORIAL E GEOMETRIA ANAL?TICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101117;AN?LISE T?RMICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101098;QU?MICA ANAL?TICA II;1;
51109200;QU?MICA - N;2006;5101052;AVALIA??O E APRENDIZAGEM;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101016;PSICOLOGIA E EDUCA??O;1;
51109200;QU?MICA - N;2006;5101038;BIOQU?MICA GERAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101071;QU?MICA ORG?NICA II;1;
51109200;QU?MICA - N;2006;5101082;CALCULO DIFERENCIAL E INTEGRAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101048;CALCULO DIFERENCIAL E INTEGRAL II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101082;CALCULO DIFERENCIAL E INTEGRAL I;1;OU
51109200;QU?MICA - N;2006;5101048;CALCULO DIFERENCIAL E INTEGRAL II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101024;CALCULO DIFERENCIAL E INTEGRAL I;2;
51109200;QU?MICA - N;2006;5101121;CIN?TICA QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109200;QU?MICA - N;2006;5101084;ECOLOGIA GERAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101118;ESPECTROSCOPIA DE COMPOSTOS ORGANICOS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101071;QU?MICA ORG?NICA II;1;
51109200;QU?MICA - N;2006;5101122;EST?GIO SUPERV. EM ENSINO DE QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101149;EST?GIO SUPERV. EM ENSINO DE QU?MICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101122;EST?GIO SUPERV. EM ENSINO DE QU?MICA I;1;
51109200;QU?MICA - N;2006;5101050;ESTATISTICA DESCRITIVA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101041;FILOSOFIA E SOCIOLOGIA DA EDUCA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101058;F?SICA GERAL E EXPERIMENTAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101082;CALCULO DIFERENCIAL E INTEGRAL I;1;OU
51109200;QU?MICA - N;2006;5101058;F?SICA GERAL E EXPERIMENTAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101024;CALCULO DIFERENCIAL E INTEGRAL I;2;
51109200;QU?MICA - N;2006;5101060;F?SICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101058;F?SICA GERAL E EXPERIMENTAL I;1;
51109200;QU?MICA - N;2006;5101124;F?SICO-QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101099;F?SICO-QU?MICA II;1;E
51109200;QU?MICA - N;2006;5101124;F?SICO-QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109200;QU?MICA - N;2006;5101074;F?SICO-QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109200;QU?MICA - N;2006;5101099;F?SICO-QU?MICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101074;F?SICO-QU?MICA I;1;
51109200;QU?MICA - N;2006;5101089;HIST?RIA DA QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101021;INFORM?TICA APLICADA AO ENSINO;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101015;INGLES INSTRUMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101120;INSTRUMENTA??O NO ENSINO DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101008;INTRODUCAO ? PR?TICA EM ENS. DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101033;LEGISLA??O DA EDUCA??O B?SICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101148;LINGUA BRASILEIRA DE SINAIS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101006;LINGUA PORTUGUESA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101011;MATEM?TICA ELEMENTAR I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101010;METODOLOGIA CIENT?FICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101034;METODOLOGIA DO ENSINO DE QU?MICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101055;METODOLOGIA DO ENSINO DE QU?MICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101032;PESQUISA NO ENSINO DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101010;METODOLOGIA CIENT?FICA;1;
51109200;QU?MICA - N;2006;5101054;PLANEJAMENTO EM EDUCA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101016;PSICOLOGIA E EDUCA??O;1;
51109200;QU?MICA - N;2006;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101016;PSICOLOGIA E EDUCA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101125;QU?MICA AMBIENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101123;QU?MICA ANAL?TICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101098;QU?MICA ANAL?TICA II;1;
51109200;QU?MICA - N;2006;5101073;QU?MICA ANAL?TICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109200;QU?MICA - N;2006;5101098;QU?MICA ANAL?TICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101073;QU?MICA ANAL?TICA I;1;
51109200;QU?MICA - N;2006;5101155;QU?MICA ANAL?TICA INSTRUMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101123;QU?MICA ANAL?TICA EXPERIMENTAL;1;
51109200;QU?MICA - N;2006;5101153;QU?MICA DE ALIMENTOS;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101057;QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;E
51109200;QU?MICA - N;2006;5101057;QU?MICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109200;QU?MICA - N;2006;5101007;QU?MICA GERAL I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;NA;;NA;
51109200;QU?MICA - N;2006;5101031;QU?MICA GERAL II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101007;QU?MICA GERAL I;1;
51109200;QU?MICA - N;2006;5101070;QU?MICA INORG?NICA DE COORDENA??O;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109200;QU?MICA - N;2006;5101059;QU?MICA INORG?NICA DESCRITIVA;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101031;QU?MICA GERAL II;1;
51109200;QU?MICA - N;2006;5101096;QU?MICA INORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101070;QU?MICA INORG?NICA DE COORDENA??O;1;E
51109200;QU?MICA - N;2006;5101096;QU?MICA INORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109200;QU?MICA - N;2006;5101097;QU?MICA ORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101071;QU?MICA ORG?NICA II;1;E
51109200;QU?MICA - N;2006;5101097;QU?MICA ORG?NICA EXPERIMENTAL;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;2;
51109200;QU?MICA - N;2006;5101056;QU?MICA ORG?NICA I;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101007;QU?MICA GERAL I;1;
51109200;QU?MICA - N;2006;5101071;QU?MICA ORG?NICA II;51010000;UNID. ACAD. DE EDUCA??O;NA;NA;5101056;QU?MICA ORG?NICA I;1;
51109110;QU?MICA (LIC) - D;2006;5101012;?LGEBRA VETORIAL E GEOMETRIA ANAL?TICA;51010000;UNID. ACAD. DE EDUCA??O;1;NA;NA;;NA;
51109110;QU?MICA (LIC) - D;2006;5101089;HIST?RIA DA QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;1;NA;NA;;NA;
51109110;QU?MICA (LIC) - D;2006;5101008;INTRODUCAO ? PR?TICA EM ENS. DE QU?MICA;51010000;UNID. ACAD. DE EDUCA??O;1;NA;NA;;NA;
51109110;QU?MICA (LIC) - D;2006;5101010;METODOLOGIA CIENT?FICA;51010000;UNID. ACAD. DE EDUCA??O;1;NA;NA;;NA;
51109110;QU?MICA (LIC) - D;2006;5101009;PRINCIPIOS DE SEGURANCA EM LABORAT?RIOS;51010000;UNID. ACAD. DE EDUCA??O;1;NA;NA;;NA;
